0048,1,2,[0.;1.;0.;0.;0.;0.;0.;0.;0.;0.;1.;0.;1.;0.],0
0048,1,7,[0.;1.;1.;0.;0.;0.;1.;0.;0.;0.;1.;0.;1.;0.],0
0048,2,7,[0.;1.;0.;0.;0.;0.;1.;0.;1.;0.;1.;1.;1.;0.],0
0058,1,2,[0.;1.;0.;0.;0.;0.;0.;1.;0.;0.;0.;0.;0.;0.],0
0060,1,3,[0.;1.;0.;0.;0.;0.;1.;0.;0.;0.;1.;0.;1.;0.],0
0060,4,5,[0.;1.;0.;0.;0.;0.;0.;1.;0.;0.;0.;0.;0.;0.],0
0064,0,4,[0.;1.;0.;0.;0.;0.;1.;0.;1.;0.;1.;1.;1.;0.],0
0078,1,3,[0.;1.;0.;0.;1.;0.;1.;0.;0.;0.;1.;1.;1.;0.],0
0082,1,1,[0.;1.;0.;0.;0.;0.;0.;1.;0.;0.;0.;0.;0.;0.],0
0082,2,3,[0.;1.;0.;0.;0.;0.;0.;1.;0.;0.;0.;0.;0.;0.],0
0082,2,5,[0.;1.;0.;0.;1.;0.;1.;0.;0.;0.;1.;1.;1.;0.],0
0082,3,5,[0.;1.;0.;0.;1.;0.;1.;0.;0.;0.;1.;1.;1.;0.],0
0088,1,6,[0.;1.;0.;0.;0.;0.;1.;0.;0.;0.;0.;1.;0.;0.],0
0090,0,4,[0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;1.;0.;1.;0.],0
0090,1,5,[0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;1.;0.;1.;0.],0
0092,2,6,[0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.],0
0092,2,7,[0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.],0
0092,6,7,[0.;1.;0.;0.;0.;0.;0.;1.;0.;0.;0.;0.;0.;0.],0
0092,4,5,[0.;1.;0.;0.;0.;0.;0.;1.;0.;0.;0.;0.;0.;0.],0
0094,1,2,[0.;1.;0.;0.;0.;0.;0.;1.;0.;0.;0.;0.;0.;0.],0
0128,3,4,[0.;1.;0.;0.;0.;0.;0.;1.;0.;0.;0.;0.;0.;0.],0
0136,1,4,[0.;1.;0.;0.;1.;0.;1.;0.;0.;0.;1.;0.;1.;0.],0
0164,0,2,[0.;1.;0.;1.;1.;0.;1.;0.;0.;0.;0.;0.;0.;0.],0
0166,3,4,[0.;1.;0.;1.;0.;0.;0.;0.;0.;0.;1.;1.;1.;0.],0
0166,3,6,[0.;1.;1.;1.;1.;0.;1.;0.;0.;0.;0.;1.;0.;0.],0
0166,4,6,[0.;1.;0.;0.;1.;0.;1.;0.;1.;0.;0.;1.;0.;0.],0
0166,0,2,[0.;1.;0.;0.;0.;0.;0.;0.;1.;0.;0.;0.;0.;0.],0
0182,5,6,[0.;1.;0.;0.;0.;0.;0.;1.;0.;0.;0.;0.;0.;0.],0
0182,5,10,[0.;1.;1.;1.;1.;0.;1.;0.;0.;0.;0.;1.;0.;0.],0
0182,5,11,[0.;1.;1.;1.;1.;0.;1.;0.;0.;0.;0.;1.;0.;0.],0
0182,6,10,[0.;1.;0.;1.;1.;0.;1.;0.;1.;0.;0.;1.;0.;0.],0
0182,6,11,[0.;1.;1.;1.;1.;0.;1.;0.;0.;0.;0.;1.;0.;0.],0
0182,10,11,[0.;1.;0.;0.;0.;0.;0.;1.;0.;0.;0.;0.;0.;0.],0
0182,2,3,[0.;1.;0.;0.;0.;0.;0.;1.;0.;0.;0.;0.;0.;0.],0
0182,2,8,[0.;1.;0.;0.;0.;0.;1.;0.;1.;0.;0.;1.;0.;1.],0
0182,3,8,[0.;1.;0.;0.;0.;0.;1.;0.;1.;0.;0.;1.;0.;1.],0
0184,2,5,[0.;0.;0.;1.;0.;0.;0.;0.;0.;0.;0.;1.;0.;0.],0
0184,1,4,[0.;0.;0.;1.;0.;0.;0.;0.;0.;0.;0.;1.;0.;0.],0
0186,0,5,[0.;1.;0.;0.;0.;0.;1.;0.;1.;0.;0.;0.;0.;0.],0
0186,1,4,[0.;1.;0.;0.;0.;0.;1.;0.;1.;0.;1.;1.;1.;0.],0
0002,0,1,[0.;1.;0.;0.;0.;0.;0.;1.;0.;0.;0.;0.;0.;0.],0
0004,0,4,[0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;1.;0.;1.;0.],0
0004,0,6,[0.;0.;1.;0.;0.;0.;0.;0.;0.;0.;1.;0.;1.;0.],0
0004,4,6,[0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;1.;1.;1.;0.],0
