0010,5,6,[1.0;0.;1.;0.;0.;1.;0.;0.;0.],0
0014,3,1,[0.5;0.;0.;0.;0.;0.;0.;0.;0.],1
0014,0,1,[1.0;0.;1.;1.;0.;1.;0.;0.;0.],1
0014,2,1,[1.0;0.;0.;0.;0.;1.;0.;0.;1.],1
0016,2,1,[1.0;0.;0.;0.;0.;1.;0.;0.;1.],1
0016,2,4,[0.5;0.;0.;0.;0.;1.;0.;0.;1.],0
0016,0,1,[1.0;0.;1.;1.;0.;1.;0.;0.;0.],1
0016,0,4,[0.25;0.;1.;0.;1.;1.;0.;1.;1.],0
0018,6,3,[0.3333333333333333;0.;0.;0.;0.;1.;1.;0.;1.],0
0018,6,5,[1.0;0.;0.;0.;0.;1.;0.;0.;1.],0
0018,2,3,[1.0;0.;1.;0.;1.;1.;0.;0.;0.],0
0018,2,5,[0.3333333333333333;0.;1.;1.;0.;1.;0.;1.;0.],0
0030,1,4,[0.3333333333333333;1.;0.;0.;0.;0.;0.;0.;0.],0
0030,1,17,[0.07692307692307693;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,10,4,[0.2;0.;1.;0.;0.;0.;0.;0.;0.],0
0030,10,17,[0.2;0.;0.;0.;0.;0.;0.;0.;0.],0
0030,11,4,[0.2;0.;1.;0.;0.;0.;0.;0.;0.],0
0030,11,17,[0.2;0.;0.;0.;0.;0.;0.;0.;0.],0
0030,12,4,[0.16666666666666666;0.;1.;0.;0.;0.;0.;0.;0.],0
0030,12,17,[0.25;0.;0.;0.;0.;0.;0.;0.;0.],0
0030,13,4,[0.16666666666666666;0.;1.;0.;0.;0.;0.;0.;0.],0
0030,13,17,[0.25;0.;0.;0.;0.;0.;0.;0.;0.],0
0030,15,4,[0.125;1.;1.;0.;0.;0.;0.;0.;0.],0
0030,15,17,[0.5;0.;1.;0.;0.;1.;0.;0.;0.],0
0030,5,4,[1.0;0.;1.;0.;0.;1.;0.;0.;0.],0
0030,5,17,[0.1111111111111111;0.;0.;0.;0.;0.;0.;0.;0.],0
0030,3,0,[0.3333333333333333;0.;0.;0.;0.;1.;0.;0.;1.],0
0030,3,16,[0.1;0.;0.;0.;0.;0.;0.;0.;0.],0
0030,1,0,[1.0;0.;0.;0.;0.;1.;0.;0.;0.],0
0030,1,16,[0.08333333333333333;0.;0.;0.;0.;0.;0.;0.;0.],0
0030,10,0,[0.1111111111111111;0.;0.;0.;0.;0.;0.;0.;0.],0
0030,10,16,[0.25;0.;0.;0.;0.;0.;0.;0.;0.],0
0030,11,0,[0.1111111111111111;0.;0.;0.;0.;0.;0.;0.;0.],0
0030,11,16,[0.25;0.;0.;0.;0.;0.;0.;0.;0.],0
0030,12,0,[0.1;0.;0.;0.;0.;0.;0.;0.;0.],0
0030,12,16,[0.3333333333333333;0.;0.;0.;0.;0.;0.;0.;0.],0
0030,13,0,[0.1;0.;0.;0.;0.;0.;0.;0.;0.],0
0030,13,16,[0.3333333333333333;0.;0.;0.;0.;0.;0.;0.;0.],0
0030,15,0,[0.08333333333333333;1.;0.;0.;0.;0.;0.;0.;0.],0
0030,15,16,[1.0;0.;1.;0.;0.;1.;0.;0.;0.],0
0030,5,0,[0.2;0.;0.;0.;0.;0.;0.;0.;0.],0
0030,5,16,[0.125;0.;0.;0.;0.;0.;0.;0.;0.],0
0038,0,3,[0.3333333333333333;0.;0.;0.;0.;1.;0.;0.;1.],0
0040,1,4,[0.3333333333333333;0.;0.;0.;0.;0.;0.;0.;0.],0
0040,1,9,[0.125;0.;0.;0.;0.;0.;0.;1.;0.],0
0040,2,4,[0.5;0.;0.;0.;0.;0.;0.;0.;0.],0
0040,2,9,[0.14285714285714285;0.;0.;0.;0.;0.;1.;1.;0.],0
0040,6,4,[0.5;0.;0.;0.;0.;1.;0.;0.;0.],0
0040,6,9,[0.3333333333333333;0.;0.;0.;0.;0.;0.;0.;0.],0
0040,5,4,[1.0;1.;0.;0.;1.;1.;0.;0.;0.],0
0040,5,9,[0.25;0.;1.;0.;1.;0.;0.;0.;0.],0
0040,3,0,[0.3333333333333333;1.;0.;0.;0.;1.;0.;0.;1.],0
0040,3,8,[0.2;0.;1.;0.;0.;0.;0.;0.;0.],0
0040,3,11,[0.125;0.;1.;0.;0.;0.;0.;1.;0.],0
0040,1,0,[1.0;0.;0.;0.;0.;1.;0.;0.;1.],0
0040,1,8,[0.14285714285714285;0.;0.;0.;0.;0.;0.;0.;0.],0
0040,1,11,[0.1;0.;0.;0.;0.;0.;0.;1.;0.],0
0040,2,0,[0.5;0.;0.;0.;0.;1.;0.;0.;1.],0
0040,2,8,[0.16666666666666666;0.;0.;0.;0.;0.;1.;0.;0.],0
0040,2,11,[0.1111111111111111;0.;0.;0.;0.;0.;1.;1.;0.],0
0040,6,0,[0.16666666666666666;0.;0.;0.;0.;0.;0.;1.;0.],0
0040,6,8,[0.5;0.;0.;0.;0.;1.;0.;0.;1.],0
0040,6,11,[0.2;0.;0.;0.;0.;0.;0.;1.;0.],0
0042,4,7,[0.5;0.;1.;0.;1.;1.;0.;0.;0.],0
0042,5,7,[0.5;0.;1.;1.;0.;1.;0.;0.;0.],0
0042,9,7,[0.5;1.;0.;0.;0.;0.;0.;0.;0.],0
0042,0,7,[0.2;0.;0.;0.;0.;0.;1.;0.;0.],0
0042,3,1,[1.0;0.;0.;0.;0.;1.;0.;0.;0.],0
0042,3,8,[0.25;0.;0.;0.;0.;0.;0.;0.;0.],0
0042,4,1,[0.5;1.;0.;0.;1.;0.;0.;0.;0.],0
0042,4,8,[0.3333333333333333;0.;1.;0.;1.;1.;0.;0.;0.],0
0042,5,1,[0.5;1.;0.;0.;1.;0.;0.;0.;0.],0
0042,5,8,[0.3333333333333333;0.;1.;0.;1.;1.;0.;0.;0.],0
0042,9,1,[0.16666666666666666;1.;0.;0.;0.;0.;1.;1.;0.],0
0042,9,8,[1.0;1.;0.;0.;0.;0.;0.;0.;0.],0
0042,0,1,[1.0;0.;0.;0.;0.;1.;1.;0.;1.],0
0042,0,8,[0.16666666666666666;0.;0.;0.;0.;0.;1.;1.;0.],0
0048,3,4,[1.0;0.;1.;1.;0.;1.;0.;0.;1.],0
0048,6,4,[0.5;1.;0.;0.;1.;1.;0.;0.;1.],0
0048,0,1,[1.0;0.;1.;1.;0.;1.;0.;0.;0.],0
0048,0,2,[0.5;0.;1.;0.;1.;1.;0.;1.;0.],0
0048,0,7,[0.14285714285714285;0.;1.;0.;1.;1.;0.;1.;1.],0
0048,3,1,[0.5;1.;0.;0.;1.;1.;1.;0.;1.],0
0048,3,2,[1.0;1.;0.;0.;1.;1.;0.;0.;1.],0
0048,3,7,[0.25;0.;1.;0.;1.;1.;0.;0.;1.],0
0048,6,1,[0.2;1.;0.;0.;1.;1.;1.;0.;1.],0
0048,6,2,[0.25;1.;0.;0.;1.;1.;0.;0.;1.],0
0048,6,7,[1.0;0.;1.;1.;0.;1.;0.;0.;0.],0
0060,4,1,[0.5;0.;0.;0.;0.;1.;1.;0.;0.],0
0060,4,3,[1.0;0.;0.;0.;0.;1.;0.;0.;0.],0
0060,5,1,[0.5;0.;0.;0.;0.;1.;1.;1.;0.],0
0060,5,3,[1.0;0.;0.;0.;0.;1.;0.;1.;0.],0
0060,0,1,[1.0;0.;1.;1.;0.;1.;0.;0.;0.],0
0060,0,3,[0.5;0.;1.;0.;1.;1.;0.;1.;0.],0
0066,0,1,[1.0;0.;1.;1.;0.;1.;0.;0.;0.],0
0068,0,1,[1.0;0.;1.;1.;0.;1.;0.;0.;0.],0
0070,4,1,[0.3333333333333333;0.;0.;0.;0.;1.;0.;0.;1.],0
0070,0,1,[1.0;0.;0.;0.;0.;1.;0.;0.;0.],0
0074,1,2,[1.0;0.;0.;0.;0.;1.;0.;0.;0.],0
0074,0,2,[0.5;0.;0.;0.;0.;1.;0.;0.;0.],0
0078,4,1,[0.3333333333333333;0.;0.;0.;0.;1.;1.;0.;1.],0
0078,4,3,[0.5;0.;0.;0.;0.;1.;0.;0.;1.],0
0078,0,1,[1.0;0.;0.;0.;0.;1.;0.;0.;0.],0
0078,0,3,[0.5;0.;0.;0.;0.;1.;0.;1.;0.],0
0082,7,2,[0.25;0.;0.;0.;0.;1.;1.;0.;1.],0
0082,7,3,[0.25;0.;0.;0.;0.;1.;1.;0.;1.],0
0082,7,5,[0.5;0.;0.;0.;0.;1.;0.;0.;1.],0
0082,1,2,[1.0;0.;1.;1.;0.;1.;0.;0.;0.],0
0082,1,3,[1.0;0.;1.;0.;1.;1.;0.;0.;0.],0
0082,1,5,[0.3333333333333333;0.;1.;0.;1.;1.;0.;1.;0.],0
0082,1,2,[1.0;0.;1.;1.;0.;1.;0.;0.;0.],0
0082,1,3,[1.0;0.;1.;0.;1.;1.;0.;0.;0.],0
0082,1,5,[0.3333333333333333;0.;1.;0.;1.;1.;0.;1.;0.],0
0086,2,1,[1.0;1.;0.;0.;1.;1.;0.;0.;0.],0
0086,0,1,[1.0;0.;1.;1.;0.;1.;0.;0.;0.],0
0088,0,1,[1.0;0.;1.;1.;0.;1.;0.;0.;0.],0
0088,0,6,[0.16666666666666666;0.;1.;0.;1.;1.;0.;1.;0.],0
0090,3,1,[0.5;1.;1.;0.;1.;0.;0.;0.;0.],0
0090,3,5,[0.5;0.;1.;0.;1.;1.;0.;0.;0.],0
0090,3,0,[0.3333333333333333;1.;0.;0.;1.;0.;0.;0.;0.],0
0090,3,4,[1.0;0.;1.;1.;0.;1.;0.;0.;0.],0
0092,4,2,[0.5;1.;0.;0.;1.;0.;0.;0.;0.],0
0092,4,6,[1.0;0.;1.;0.;1.;1.;0.;0.;0.],0
0092,4,7,[1.0;0.;1.;0.;1.;1.;0.;0.;0.],0
0092,5,2,[0.5;1.;0.;0.;1.;0.;0.;0.;0.],0
0092,5,6,[1.0;0.;1.;1.;0.;1.;0.;0.;0.],0
0092,5,7,[1.0;0.;1.;0.;1.;1.;0.;0.;0.],0
0094,4,5,[1.0;0.;1.;1.;0.;1.;0.;0.;0.],0
0136,2,1,[1.0;0.;0.;0.;0.;1.;0.;0.;1.],0
0136,2,4,[0.5;0.;0.;0.;0.;1.;0.;0.;0.],0
0136,0,1,[1.0;0.;1.;1.;0.;1.;0.;0.;0.],0
0136,0,4,[0.25;0.;1.;0.;1.;1.;0.;1.;1.],0
0156,6,3,[0.3333333333333333;0.;0.;0.;0.;1.;0.;0.;0.],0
0156,6,4,[0.5;0.;0.;0.;0.;1.;0.;0.;0.],0
0156,7,3,[0.25;0.;0.;0.;0.;1.;0.;0.;0.],0
0156,7,4,[0.3333333333333333;0.;0.;0.;0.;1.;0.;0.;0.],0
0156,0,3,[0.3333333333333333;0.;1.;0.;1.;1.;0.;0.;1.],0
0156,0,4,[0.25;0.;1.;0.;1.;1.;0.;0.;1.],0
0156,6,1,[0.2;0.;0.;0.;0.;1.;0.;0.;1.],0
0156,7,1,[0.16666666666666666;0.;0.;0.;0.;1.;0.;0.;1.],0
0156,0,1,[1.0;0.;1.;1.;0.;1.;0.;0.;0.],0
0164,3,0,[0.3333333333333333;0.;0.;0.;0.;1.;1.;0.;1.],0
0164,3,2,[1.0;0.;0.;0.;0.;1.;0.;0.;0.],0
0166,0,3,[0.3333333333333333;0.;0.;0.;0.;1.;1.;0.;1.],0
0166,0,4,[0.25;0.;0.;0.;0.;1.;1.;1.;1.],0
0166,0,6,[0.16666666666666666;0.;0.;0.;0.;1.;1.;1.;1.],0
0166,2,3,[1.0;0.;0.;0.;0.;1.;0.;0.;0.],0
0166,2,4,[0.5;0.;0.;0.;0.;1.;0.;1.;0.],0
0166,2,6,[0.25;0.;0.;0.;0.;1.;0.;1.;1.],0
0166,0,1,[1.0;0.;0.;0.;0.;1.;0.;0.;0.],0
0166,2,1,[1.0;0.;0.;0.;0.;1.;0.;0.;1.],0
0182,2,5,[0.5;0.;1.;0.;1.;1.;0.;0.;0.],0
0182,2,6,[0.5;0.;1.;0.;1.;1.;0.;1.;0.],0
0182,2,10,[0.2;0.;1.;0.;1.;1.;1.;1.;1.],0
0182,2,11,[0.2;0.;1.;0.;1.;1.;1.;1.;1.],0
0182,3,5,[0.5;0.;1.;0.;1.;1.;0.;0.;0.],0
0182,3,6,[0.5;0.;1.;0.;1.;1.;0.;1.;0.],0
0182,3,10,[0.2;0.;1.;0.;1.;1.;1.;1.;1.],0
0182,3,11,[0.2;0.;1.;0.;1.;1.;1.;1.;1.],0
0182,7,5,[1.0;0.;0.;0.;0.;1.;1.;0.;0.],0
0182,7,6,[1.0;0.;0.;0.;0.;1.;0.;0.;0.],0
0182,7,10,[0.5;0.;0.;0.;0.;1.;0.;0.;1.],0
0182,7,11,[0.5;0.;0.;0.;0.;1.;0.;1.;1.],0
0182,8,5,[0.5;1.;0.;0.;1.;1.;1.;0.;1.],0
0182,8,6,[0.5;1.;0.;0.;1.;1.;0.;0.;1.],0
0182,8,10,[1.0;0.;1.;0.;1.;1.;0.;0.;0.],0
0182,8,11,[1.0;0.;1.;0.;1.;1.;0.;1.;0.],0
0182,0,5,[0.25;0.;1.;0.;1.;1.;0.;0.;1.],0
0182,0,6,[0.25;0.;1.;0.;1.;1.;0.;1.;1.],0
0182,0,10,[0.14285714285714285;0.;1.;0.;1.;1.;0.;1.;1.],0
0182,0,11,[0.14285714285714285;0.;1.;0.;1.;1.;0.;1.;1.],0
0182,2,1,[1.0;1.;0.;0.;1.;1.;0.;0.;1.],0
0182,3,1,[1.0;1.;0.;0.;1.;1.;0.;0.;1.],0
0182,7,1,[0.25;0.;0.;0.;0.;1.;0.;0.;1.],0
0182,8,1,[0.2;1.;0.;0.;1.;1.;0.;1.;1.],0
0182,0,1,[1.0;0.;1.;1.;0.;1.;0.;0.;0.],0
0184,1,2,[1.0;0.;0.;0.;0.;1.;0.;0.;0.],0
0184,1,5,[0.25;0.;0.;0.;0.;0.;1.;1.;0.],0
0184,4,2,[0.5;0.;0.;0.;0.;0.;0.;0.;0.],0
0184,4,5,[1.0;0.;0.;0.;0.;1.;0.;0.;0.],0
0186,2,1,[1.0;0.;0.;0.;0.;1.;0.;0.;1.],0
0186,2,4,[0.5;0.;0.;0.;0.;1.;0.;0.;1.],0
0186,0,1,[1.0;0.;1.;1.;0.;1.;0.;0.;0.],0
0186,0,4,[0.25;0.;1.;0.;1.;1.;0.;1.;1.],0
0186,5,1,[0.25;0.;0.;0.;0.;1.;1.;0.;1.],0
0186,5,4,[1.0;0.;0.;0.;0.;1.;0.;0.;0.],0
0004,2,0,[0.5;1.;0.;0.;0.;1.;0.;0.;1.],0
0004,2,4,[0.5;0.;1.;0.;0.;0.;0.;0.;0.],0
0004,2,6,[0.25;0.;1.;0.;0.;0.;0.;1.;0.],0
0004,1,0,[1.0;1.;0.;0.;1.;1.;0.;0.;0.],0
0004,1,4,[0.3333333333333333;0.;1.;0.;1.;0.;0.;0.;0.],0
0004,1,6,[0.2;0.;1.;0.;1.;0.;0.;1.;0.],0
0004,3,0,[0.3333333333333333;1.;0.;0.;1.;0.;0.;0.;0.],0
0004,3,4,[1.0;0.;1.;1.;0.;1.;0.;0.;0.],0
0004,3,6,[0.3333333333333333;0.;1.;0.;1.;0.;0.;1.;0.],0
0004,5,0,[0.2;1.;0.;0.;1.;0.;1.;0.;0.],0
0004,5,4,[1.0;1.;0.;0.;1.;0.;0.;0.;0.],0
0004,5,6,[1.0;0.;1.;1.;0.;1.;0.;0.;0.],0
