0058,3,5,6,[1.0;0.5;0.3333333333333333;0.;1.;0.;0.;0.;1.;0.;1.;0.],0
0088,3,2,4,[0.5;1.0;1.0;0.;1.;0.;0.;0.;0.;0.;0.;0.],0
0088,3,2,5,[0.3333333333333333;1.0;0.5;0.;1.;0.;0.;0.;0.;0.;1.;0.],0
0088,3,4,5,[1.0;1.0;0.5;0.;1.;0.;0.;0.;1.;0.;1.;0.],0
0088,3,2,1,[1.0;1.0;0.5;0.;1.;0.;0.;0.;0.;0.;0.;0.],0
0088,3,2,6,[0.25;1.0;0.3333333333333333;0.;1.;0.;0.;0.;0.;0.;1.;1.],0
0088,3,4,1,[0.3333333333333333;1.0;0.5;0.;1.;0.;0.;0.;0.;0.;0.;0.],0
0088,3,4,6,[0.5;1.0;0.3333333333333333;0.;1.;0.;0.;0.;1.;0.;1.;1.],1
0088,3,5,1,[0.25;0.5;0.5;0.;1.;0.;0.;0.;0.;0.;1.;0.],0
0088,3,5,6,[1.0;0.5;0.3333333333333333;0.;1.;0.;0.;0.;1.;0.;0.;1.],0
0092,3,4,5,[1.0;1.0;1.0;0.;1.;0.;0.;1.;1.;0.;0.;0.],1
0156,5,6,7,[1.0;1.0;0.5;0.;1.;0.;0.;0.;1.;0.;0.;1.],1
0156,5,6,3,[0.3333333333333333;1.0;0.5;0.;1.;0.;0.;0.;0.;0.;1.;0.],0
0156,5,6,4,[0.5;1.0;1.0;0.;1.;0.;0.;0.;0.;0.;1.;0.],0
0156,5,7,3,[0.25;0.5;0.5;0.;1.;0.;0.;0.;0.;0.;1.;1.],0
0156,5,7,4,[0.3333333333333333;0.5;1.0;0.;1.;0.;0.;0.;0.;0.;1.;1.],0
0184,0,1,4,[0.3333333333333333;1.0;0.25;1.;0.;0.;0.;0.;1.;0.;0.;1.],0
0184,3,1,4,[0.3333333333333333;0.5;1.0;0.;0.;0.;0.;0.;0.;0.;0.;1.],0
0184,0,1,2,[1.0;1.0;0.5;0.;1.;0.;0.;0.;1.;0.;0.;1.],1
0184,0,1,5,[0.25;1.0;0.2;1.;0.;1.;1.;0.;1.;0.;0.;1.],0
0184,0,4,2,[0.5;0.25;0.5;1.;0.;0.;0.;0.;1.;0.;0.;0.],0
0184,0,4,5,[1.0;0.25;0.2;1.;0.;0.;0.;0.;1.;0.;0.;1.],0
0184,3,1,2,[1.0;0.5;1.0;0.;0.;0.;0.;0.;0.;0.;0.;1.],0
0184,3,1,5,[0.25;0.5;0.5;0.;0.;1.;1.;0.;0.;0.;0.;1.],0
0184,3,4,2,[0.5;1.0;1.0;0.;0.;0.;0.;0.;0.;0.;0.;0.],0
0184,3,4,5,[1.0;1.0;0.5;0.;1.;0.;0.;0.;1.;0.;0.;1.],1
0002,2,0,1,[1.0;0.5;0.5;0.;1.;0.;0.;0.;0.;0.;1.;0.],0
0002,2,0,3,[0.3333333333333333;0.5;1.0;0.;1.;1.;0.;0.;0.;0.;1.;0.],0
0002,2,0,4,[0.25;0.5;0.5;0.;1.;1.;0.;0.;0.;0.;1.;0.],0
0002,2,1,3,[0.3333333333333333;0.5;1.0;0.;1.;0.;0.;0.;0.;0.;0.;0.],0
0002,2,1,4,[0.25;0.5;0.5;0.;1.;0.;0.;0.;0.;0.;1.;0.],0
0002,2,3,4,[1.0;1.0;0.5;0.;1.;0.;0.;1.;1.;0.;1.;0.],0
